Title,Image,URL,Date,Label
"TikTok Shop Ditutup Hari Ini, Teten Ungkap Nasib Pedagang",https://akcdn.detik.net.id/visual/2023/09/21/menteri-koperasi-dan-ukm-menkopukm-teten-masduki-1_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231004084533-37-477701/tiktok-shop-ditutup-hari-ini-teten-ungkap-nasib-pedagang,2 hari yang lalu,Tech
"Banyak Rampok di WhatsApp-Gmail, Ini Tanda Chat dari Penipu",https://akcdn.detik.net.id/visual/2021/03/08/infografis-kasus-phising-email-yang-serang-indonesia-makin-merajalela-2_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231004065757-37-477655/banyak-rampok-di-whatsapp-gmail-ini-tanda-chat-dari-penipu,2 hari yang lalu,Tech
"Loot Box Game Ajari Anak Main Judi Online, Ini Penjelasannya",https://akcdn.detik.net.id/visual/2023/09/20/ilustrasi-judi-online-cnbc-indonesiamuhammad-sabki_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20230926140454-37-475654/loot-box-game-ajari-anak-main-judi-online-ini-penjelasannya,2 hari yang lalu,Tech
"Aplikasi Telegram Palsu Ada di Jutaan HP Android, Buruan Cek!",https://akcdn.detik.net.id/visual/2018/04/06/fdae89f8-e493-4937-b854-85d784affd48_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231004060533-37-477649/aplikasi-telegram-palsu-ada-di-jutaan-hp-android-buruan-cek,2 hari yang lalu,Tech
"HP Xiaomi Banjir Iklan, Ini Cara Matikan Biar Tak Ganggu",https://akcdn.detik.net.id/visual/2023/10/03/xiaomi-13t-hari-ini-selasa-3102023-akhirnya-resmi-dirilis-di-indonesia-setelah-diperkenalkan-di-berlin-jerman-pekan-lalu-beda--5_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231004055809-37-477647/hp-xiaomi-banjir-iklan-ini-cara-matikan-biar-tak-ganggu,2 hari yang lalu,Tech
5 Cara Mengatasi Video Tidak Bisa Diputar di Browser,https://akcdn.detik.net.id/visual/2022/06/21/82687981_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231002080322-37-476915/5-cara-mengatasi-video-tidak-bisa-diputar-di-browser,2 hari yang lalu,Tech
Ini Alasan Silicon Valley Indonesia Harus di Depok,https://akcdn.detik.net.id/visual/2023/09/18/gubernur-lemhannas-andi-widjajanto-dokumentasi-lemhannas_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003152520-37-477505/ini-alasan-silicon-valley-indonesia-harus-di-depok,2 hari yang lalu,Tech
Sanksi Joe Biden ke China Bikin Huawei Makin Ganas,https://akcdn.detik.net.id/visual/2021/09/22/huawei_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003111540-37-477372/sanksi-joe-biden-ke-china-bikin-huawei-makin-ganas,2 hari yang lalu,Tech
"Bos Microsoft Kesal, Google Serakah Timbun 'Bahan Bakar' AI",https://akcdn.detik.net.id/visual/2018/05/08/1bb48436-8d96-462f-b667-1e0f90948251_43.png?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003153351-37-477508/bos-microsoft-kesal-google-serakah-timbun-bahan-bakar-ai,2 hari yang lalu,Tech
"TikTok Shop Tutup Besok, Voucher Pelanggan Hangus!",https://akcdn.detik.net.id/visual/2021/02/10/trump-tiktok-deal_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003182802-37-477598/tiktok-shop-tutup-besok-voucher-pelanggan-hangus,2 hari yang lalu,Tech
"Modus Baru Penipu Kuras Rekening, Sasar Orang Lanjut Usia",https://akcdn.detik.net.id/visual/2022/09/13/10-negara-ini-jadi-tempat-favorit-hacker-lakukan-serangan_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003155453-37-477513/modus-baru-penipu-kuras-rekening-sasar-orang-lanjut-usia,2 hari yang lalu,Tech
"TikTok Shop Tutup di RI, Ini Cara Refund Barang yang Dibeli",https://akcdn.detik.net.id/visual/2020/07/28/infografis-setelah-tiktok-cs-india-kembali-blokir-aplikasi-china_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003175956-37-477593/tiktok-shop-tutup-di-ri-ini-cara-refund-barang-yang-dibeli,2 hari yang lalu,Tech
"Bandar Kripto Bangkrut Ditangkap, Begini Nasib Rumah Mewahnya",https://akcdn.detik.net.id/visual/2023/10/03/su-zhu-coindeskcom_43.png?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003122610-37-477411/bandar-kripto-bangkrut-ditangkap-begini-nasib-rumah-mewahnya,2 hari yang lalu,Tech
"TikTok Shop Tutup, Pedagang Terima 'Surat Cinta' Ini Isinya",https://akcdn.detik.net.id/visual/2021/02/10/tiktok-9_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003172350-37-477566/tiktok-shop-tutup-pedagang-terima-surat-cinta-ini-isinya,2 hari yang lalu,Tech
"TikTok Shop Tutup di RI, Pedagang Ramai Curhat di Medsos",https://akcdn.detik.net.id/visual/2023/05/26/hati-hati-shopee-lazada-tiktok-mau-jajah-asia-tenggara_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003170522-37-477550/tiktok-shop-tutup-di-ri-pedagang-ramai-curhat-di-medsos,2 hari yang lalu,Tech
"Instagram-Facebook Hapus Iklan, Pengguna Diminta Bayar Segini",https://akcdn.detik.net.id/visual/2021/10/29/facebook-metaverse-meta-3_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003114020-37-477383/instagram-facebook-hapus-iklan-pengguna-diminta-bayar-segini,2 hari yang lalu,Tech
"TikTok Shop Tutup Besok, Ini Pengumuman Resminya",https://akcdn.detik.net.id/visual/2023/09/27/ilustrasi-tiktok-shop_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003164445-37-477540/tiktok-shop-tutup-besok-ini-pengumuman-resminya,2 hari yang lalu,Tech
Menpora Dito Akan Dipanggil ke Persidangan Kasus BTS 4G,https://akcdn.detik.net.id/visual/2023/08/16/dito-ariotedjo-menpora-cnbc-indonesia-novina-putri-bestari_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003163157-37-477535/menpora-dito-akan-dipanggil-ke-persidangan-kasus-bts-4g,2 hari yang lalu,Tech
"Galaxy S23 Versi Murah Meluncur Besok, Cek Harga-Spesifikasi",https://akcdn.detik.net.id/visual/2023/02/19/galaxy-s23-ultra-4_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003143352-37-477487/galaxy-s23-versi-murah-meluncur-besok-cek-harga-spesifikasi,2 hari yang lalu,Tech
"Xiaomi 13T Hadir di RI, HP China Murah Pakai Kamera Leica",https://akcdn.detik.net.id/visual/2023/10/03/xiaomi-13t-hari-ini-selasa-3102023-akhirnya-resmi-dirilis-di-indonesia-setelah-diperkenalkan-di-berlin-jerman-pekan-lalu-beda--3_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003144729-38-477491/xiaomi-13t-hadir-di-ri-hp-china-murah-pakai-kamera-leica,2 hari yang lalu,Tech
"Awal Musim Hujan di Pulau Jawa Menurut BMKG, Cek!",https://akcdn.detik.net.id/visual/2023/06/16/suasana-gedung-bertingkat-tertutup-kabut-polusi-usai-hujan-di-jakarta-kamis-1662023_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003122803-37-477412/awal-musim-hujan-di-pulau-jawa-menurut-bmkg-cek,2 hari yang lalu,Tech
"Harga Xiaomi 13T Sah di Indonesia, Cek Spesifikasi Lengkap!",https://akcdn.detik.net.id/visual/2023/09/27/xiaomi-13t_43.webp?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003140117-37-477462/harga-xiaomi-13t-sah-di-indonesia-cek-spesifikasi-lengkap,2 hari yang lalu,Tech
"RI Panas Mendidih, 6 Wilayah Ini Paling Parah Terpanggang",https://akcdn.detik.net.id/visual/2023/09/27/pejalan-kaki-menggunakan-payung-untuk-menghindari-terik-matahari-di-kawasan-jembatan-pinisi-di-halte-busway-karet-jakarta-rabu-2_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003115328-37-477393/ri-panas-mendidih-6-wilayah-ini-paling-parah-terpanggang,2 hari yang lalu,Tech
"Bandar Kripto 3AC Ditangkap, Ternyata Tetangga Crazy Rich RI",https://akcdn.detik.net.id/visual/2022/06/14/iklan-yang-menampilkan-token-cryptocurrency-bitcoin-di-hong-kong_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003080614-37-477302/bandar-kripto-3ac-ditangkap-ternyata-tetangga-crazy-rich-ri,3 hari yang lalu,Tech
"Video: Menkominfo ""Minta"" Smartfren Merger, Apa Pentingnya?",https://akcdn.detik.net.id/visual/2023/10/03/menkominfo-minta-smartfren-merger-apa-untungnya-cnbc-indonesia-tv_43.png?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003104535-39-477358/video-menkominfo-minta-smartfren-merger-apa-pentingnya,3 hari yang lalu,Tech
Kinerja Digitalisasi RI: 90% Setoran Pajak Pemda Non-Tunai,https://akcdn.detik.net.id/visual/2023/08/16/ilustrasi-aplikasi-pajak_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003113542-37-477380/kinerja-digitalisasi-ri-90-setoran-pajak-pemda-non-tunai,3 hari yang lalu,Tech
"Bos Facebook Jual Kacamata Rp 4,7 Juta, Bisa Buat Rekam Video",https://akcdn.detik.net.id/visual/2023/10/03/cnbc-indonesia-tv-1_43.png?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003114529-39-477388/bos-facebook-jual-kacamata-rp-47-juta-bisa-buat-rekam-video,3 hari yang lalu,Tech
"Internet RI Kalah Jauh dari Tetangga, Asosiasi Sebut Tak Adil",https://akcdn.detik.net.id/visual/2022/03/07/ilustrasi-internet_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231002162306-37-477166/internet-ri-kalah-jauh-dari-tetangga-asosiasi-sebut-tak-adil,3 hari yang lalu,Tech
Alasan Pemilik iPhone Kesal Baterai Bocor Pakai iOS 17,https://akcdn.detik.net.id/visual/2023/09/22/apple-china-3_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003104226-37-477357/alasan-pemilik-iphone-kesal-baterai-bocor-pakai-ios-17,3 hari yang lalu,Tech
Syarat Agar Starlink Elon Musk Tak Rugikan Operator Lokal!,https://akcdn.detik.net.id/visual/2023/10/03/agar-starlink-milik-elon-musk-tak-rugikan-operator-lokal-ini-syaratnya-cnbc-indonesia-tv_43.png?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003110808-39-477368/syarat-agar-starlink-elon-musk-tak-rugikan-operator-lokal,3 hari yang lalu,Tech
Ini Profil Bandar Kripto Bangkrut yang Ditangkap di Singapura,https://akcdn.detik.net.id/visual/2021/06/08/ilustrasi-bitcoin-2_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003105525-37-477363/ini-profil-bandar-kripto-bangkrut-yang-ditangkap-di-singapura,3 hari yang lalu,Tech
"Opsel Merger Internet RI Auto Ngebut, Ini Penjelasan Pakar",https://akcdn.detik.net.id/visual/2019/05/09/7f292042-d39e-4055-a2e5-612d5c048581_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003101044-37-477342/opsel-merger-internet-ri-auto-ngebut-ini-penjelasan-pakar,3 hari yang lalu,Tech
Dulu Duit Rp150 T Bos Kripto Tertangkap Mau Keluar Singapura,https://akcdn.detik.net.id/visual/2022/07/12/su-zhu-three-arrows-capital_43.png?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003083734-37-477312/dulu-duit-rp150-t-bos-kripto-tertangkap-mau-keluar-singapura,3 hari yang lalu,Tech
"BMKG Ungkap Alasan Cuaca RI Panas, Oktober Makin Mendidih",https://akcdn.detik.net.id/visual/2023/09/27/pejalan-kaki-menggunakan-payung-untuk-menghindari-terik-matahari-di-kawasan-jembatan-pinisi-di-halte-busway-karet-jakarta-rabu_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003085300-37-477317/bmkg-ungkap-alasan-cuaca-ri-panas-oktober-makin-mendidih,3 hari yang lalu,Tech
"Warga AS Kaget, Dapat Email Voucher Ecommerce Walau Ga Beli",https://akcdn.detik.net.id/visual/2018/01/12/2db5e969-bf22-4d4c-9939-01aa30e19af7_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231002160220-37-477191/warga-as-kaget-dapat-email-voucher-ecommerce-walau-ga-beli,3 hari yang lalu,Tech
HP Android dan iPhone yang Diblokir WhatsApp Mulai Bulan Ini,https://akcdn.detik.net.id/visual/2018/04/25/72f4ec0b-a4dd-420b-b68b-5bb8abaf49c7_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003070358-37-477276/hp-android-dan-iphone-yang-diblokir-whatsapp-mulai-bulan-ini,3 hari yang lalu,Tech
"Jam Kiamat New York Berdetak Lagi, Pertanda Buat Manusia",https://akcdn.detik.net.id/visual/2022/09/25/ilustrasi_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003064958-37-477274/jam-kiamat-new-york-berdetak-lagi-pertanda-buat-manusia,3 hari yang lalu,Tech
"Ditangkap, Bos Kripto Dulu Foto Depan Masjid Mau Hidup Baru",https://akcdn.detik.net.id/visual/2022/07/12/su-zhu-three-arrows-capital_43.png?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003073106-37-477282/ditangkap-bos-kripto-dulu-foto-depan-masjid-mau-hidup-baru,3 hari yang lalu,Tech
"Internet RI Sudah Murah, Starlink Disebut Mau Banting Harga",https://akcdn.detik.net.id/visual/2022/06/13/roket-spacex-falcon-9-membawa-58-satelit-untuk-jaringan-internet-broadband-starlink-spacex_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003063034-37-477268/internet-ri-sudah-murah-starlink-disebut-mau-banting-harga,3 hari yang lalu,Tech
"Link Tiket Kereta Cepat Jakarta-Bandung Dibuka, Masih Gratis",https://akcdn.detik.net.id/visual/2023/10/02/sah-jokowi-resmikan-kereta-cepat-jakarta-bandung-whoosh_43.png?w=152&q=90,https://www.cnbcindonesia.com/tech/20231003063722-37-477269/link-tiket-kereta-cepat-jakarta-bandung-dibuka-masih-gratis,3 hari yang lalu,Tech
"Bandar Kripto Bangkrut Ditangkap, Mau Kabur dari Singapura",https://akcdn.detik.net.id/visual/2022/07/03/su-zhu-founder-three-arrows-capital_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231002173552-37-477212/bandar-kripto-bangkrut-ditangkap-mau-kabur-dari-singapura,3 hari yang lalu,Tech
"Penampakan Robot Gundam Canggih Dijual, Harga Rp 46,6 Miliar",https://akcdn.detik.net.id/visual/2023/10/02/ryo-yoshida-25-ceo-tsubame-industries-mengembangkan-robot-roda-empat-setinggi-45-meter-148-kaki-yang-terlihat-seperti-mobile-s-5_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231002115609-38-477017/penampakan-robot-gundam-canggih-dijual-harga-rp-466-miliar,3 hari yang lalu,Tech
"Joe Biden Blokir China, Perang Chip Melebar ke Negara Ini",https://akcdn.detik.net.id/visual/2023/08/09/biden-g20_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231002170458-37-477201/joe-biden-blokir-china-perang-chip-melebar-ke-negara-ini,3 hari yang lalu,Tech
"Mark Zuckerberg Pamer Kacamata Rp 4,7 Juta, Ini Penampakannya",https://akcdn.detik.net.id/visual/2023/10/02/kacamata-ray-ban-meta-3_43.png?w=152&q=90,https://www.cnbcindonesia.com/tech/20231002141712-38-477098/mark-zuckerberg-pamer-kacamata-rp-47-juta-ini-penampakannya,3 hari yang lalu,Tech
"Kominfo Mau Kasih Insentif 5G, Operator Seluler Minta Ini",https://akcdn.detik.net.id/visual/2019/12/19/634736de-40a2-499e-9254-47775c184e58_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231002155752-37-477152/kominfo-mau-kasih-insentif-5g-operator-seluler-minta-ini,3 hari yang lalu,Tech
"Diskon HP Xiaomi di RI Oktober 2023, Banting Harga Rp 3 Juta",https://akcdn.detik.net.id/visual/2018/06/20/caa1acff-621b-4d51-8d1e-5c339483806e_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231002154644-37-477148/diskon-hp-xiaomi-di-ri-oktober-2023-banting-harga-rp-3-juta,3 hari yang lalu,Tech
"iPhone 15 Pro Max Jadi yang Terakhir, Ini Penggantinya",https://akcdn.detik.net.id/visual/2023/09/22/apple-china-9_43.jpeg?w=152&q=90,https://www.cnbcindonesia.com/tech/20231002141140-37-477094/iphone-15-pro-max-jadi-yang-terakhir-ini-penggantinya,3 hari yang lalu,Tech
